"No.","Time","Source","Destination","Protocol","Length","Info"
"1046250","6593.241820","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 69%"
"1046254","6593.246964","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1046270","6593.311690","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 69%"
"1046285","6593.381656","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 62%"
"1046286","6593.381985","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1046304","6593.466681","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 62%"
"1046327","6593.570482","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 56%"
"1046329","6593.575029","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1046347","6593.640407","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 56%"
"1046365","6593.727977","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 50%"
"1046367","6593.735982","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1046385","6593.799190","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 50%"
"1046410","6593.894036","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 44%"
"1046411","6593.894291","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1046433","6593.984185","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 44%"
"1046686","6595.167981","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 50%"
"1046692","6595.176045","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1046715","6595.260398","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 50%"
"1046731","6595.330433","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 56%"
"1046732","6595.330605","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1046753","6595.406649","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 56%"
"1046776","6595.522945","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 62%"
"1046778","6595.527008","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1046798","6595.593006","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 62%"
"1046810","6595.659152","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 69%"
"1046811","6595.659467","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1046833","6595.749152","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 69%"
"1046852","6595.824154","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 75%"
"1046853","6595.824280","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1046873","6595.911653","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 75%"
"1046892","6596.001655","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 81%"
"1046894","6596.006058","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1046912","6596.075373","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 81%"
"1046935","6596.184182","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 88%"
"1046936","6596.184493","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1046958","6596.278000","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 88%"
"1046978","6596.379160","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 94%"
"1046983","6596.387056","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1047004","6596.476635","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 94%"
"1047024","6596.539132","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 100%"
"1047025","6596.539673","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1047043","6596.624142","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 100%"
"1047125","6596.971725","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 100%"
"1047126","6596.972005","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1047136","6597.009116","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 100%"
"1047360","6598.089218","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Pushed)"
"1047361","6598.089405","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Pushed)"
"1047362","6598.092990","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Released)"
"1047363","6598.093153","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Released)"
"1047482","6598.649224","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Pushed)"
"1047483","6598.649488","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Pushed)"
"1047486","6598.656643","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Released)"
"1047487","6598.656914","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Released)"
"1047607","6599.220418","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1047608","6599.220733","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1047609","6599.224179","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1047610","6599.224393","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1047719","6599.729055","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1047720","6599.729368","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1047721","6599.735282","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1047722","6599.735615","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1047872","6600.441520","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Pushed)"
"1047873","6600.441890","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Pushed)"
"1047874","6600.442863","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Released)"
"1047875","6600.443111","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Released)"
"1047986","6600.965425","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Pushed)"
"1047987","6600.965735","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Pushed)"
"1047988","6600.969020","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Released)"
"1047989","6600.969271","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Released)"
"1048438","6603.052896","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1048440","6603.053250","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1048441","6603.056654","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1048442","6603.056870","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1048573","6603.655394","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Pushed)"
"1048574","6603.655762","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Pushed)"
"1048580","6603.685394","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Released)"
"1048581","6603.685680","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Released)"
"1048764","6604.491487","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - PAUSE (Pushed)"
"1048765","6604.491815","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - PAUSE (Pushed)"
"1048766","6604.494029","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - PAUSE (Released)"
"1048767","6604.494293","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - PAUSE (Released)"
"1049198","6606.532818","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - PLAY (Pushed)"
"1049199","6606.536571","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - PLAY (Released)"
"1049201","6606.537037","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - PLAY (Pushed)"
"1049205","6606.541181","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - PLAY (Released)"
"1049844","6609.520329","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Pushed)"
"1049845","6609.524130","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Released)"
"1049847","6609.525123","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Pushed)"
"1049851","6609.532132","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Released)"
"1050074","6610.558965","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 94%"
"1050076","6610.563116","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1050094","6610.627782","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 94%"
"1050112","6610.717723","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 88%"
"1050114","6610.722179","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1050134","6610.811468","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 88%"
"1050154","6610.892706","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 81%"
"1050155","6610.892960","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1050172","6610.962701","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 81%"
"1050190","6611.057718","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 75%"
"1050192","6611.066168","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1050212","6611.148966","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 75%"
"1050235","6611.237734","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 69%"
"1050237","6611.242175","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1050257","6611.326439","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 69%"
"1050279","6611.412731","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 62%"
"1050280","6611.413015","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1050295","6611.500289","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 62%"
"1050319","6611.591486","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 56%"
"1050320","6611.591811","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1050340","6611.675211","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 56%"
"1050362","6611.769007","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 50%"
"1050363","6611.769153","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1050384","6611.860214","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 50%"
"1050565","6612.677784","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Pushed)"
"1050567","6612.681543","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Released)"
"1050569","6612.682201","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Pushed)"
"1050571","6612.686647","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Released)"
"1050945","6614.457634","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1050946","6614.457957","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1050950","6614.458927","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1050951","6614.459216","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1051293","6616.101321","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 56%"
"1051294","6616.101473","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1051302","6616.133800","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 56%"
"1051333","6616.281412","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 62%"
"1051334","6616.281707","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1051345","6616.316425","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 62%"
"1051374","6616.456305","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 69%"
"1051375","6616.456491","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1051384","6616.491418","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 69%"
"1051412","6616.631435","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 75%"
"1051413","6616.631715","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1051425","6616.668887","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 75%"
"1051454","6616.806262","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 81%"
"1051455","6616.806593","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1051465","6616.846288","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 81%"
"1051494","6616.980015","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 88%"
"1051495","6616.980281","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1051505","6617.013766","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 88%"
"1051534","6617.155016","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 94%"
"1051535","6617.155376","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1051545","6617.198872","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 94%"
"1051576","6617.341311","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 100%"
"1051577","6617.341607","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1051588","6617.385192","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 100%"
"1051675","6617.798940","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 100%"
